gid,role,role_score,cluster_id,priority_score,evidence,is_seed,depth,truncated,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,hold_median_days,seed_reach,n_seed_payers,betweenness,sync_max_payers,in_cycle,inflow_outside_sample
100000002559089100,terminal,1.0,4,0.507,"Деньги оседают: получено 715 тыс. ₸ от 2 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,2,0,715000.0,0.0,2,0,0.0,,9,0,0.0,2,False,False
100000002565277100,terminal,1.0,8,0.4352,"Деньги оседают: получено 483 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,1,0,483319.0,0.0,1,0,0.0,,10,1,0.0,1,False,False
100000002566204100,peripheral,1.0,11,0.2774,"Признаков роли нет: связи 1 вх./0 исх., оборот 81 тыс. ₸",False,2,False,1,0,80805.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002567887100,peripheral,1.0,7,0.2682,"Признаков роли нет: связи 1 вх./0 исх., оборот 51 тыс. ₸",False,3,False,1,0,50915.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002570206100,peripheral,0.9,8,0.3599,"Признаков роли нет: связи 2 вх./0 исх., оборот 167 тыс. ₸",False,2,False,2,0,166959.6,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002575080100,transit,1.0,2,0.5913,"Признаки транзита: пришло 13 тыс. ₸, ушло 96% за ~0 дн.; связи 1→1",False,3,False,1,1,13000.0,12500.0,1,1,0.9615,0.0,7,0,2e-05,1,False,False
100000002578405100,distributor,1.0,6,0.8936,"Признаки веерной раздачи: 116 получателей, отправлено 3,1 млн ₸; блокировка отсекает 4,7 млн ₸",False,2,False,2,116,1200351.0,3108352.0,7,120,2.5895,0.0,1,0,0.000171,1,True,True
100000002578653100,peripheral,1.0,1,0.2437,"Признаков роли нет: связи 1 вх./0 исх., оборот 20 тыс. ₸",False,3,False,1,0,20000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002580377100,peripheral,1.0,2,0.4423,"Признаков роли нет: связи 1 вх./1 исх., оборот 38 тыс. ₸",False,1,False,1,1,37750.0,5000.0,2,1,0.1325,6.0,7,1,1.9e-05,1,False,False
100000002581346100,peripheral,0.92,7,0.2922,"Признаков роли нет: связи 1 вх./0 исх., оборот 166 тыс. ₸",False,3,False,1,0,166400.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002589019100,peripheral,1.0,16,0.2581,"Признаков роли нет: связи 1 вх./0 исх., оборот 35 тыс. ₸",False,1,False,1,0,34710.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002591469100,terminal,0.98,14,0.4225,"Деньги оседают: получено 236 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,1,0,235670.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002592567100,peripheral,1.0,2,0.4771,"Признаков роли нет: связи 1 вх./2 исх., оборот 49 тыс. ₸",False,1,False,1,2,5297.0,48600.0,1,2,9.175,7.0,7,1,0.00072,1,False,True
100000002593038100,peripheral,1.0,16,0.2534,"Признаков роли нет: связи 1 вх./0 исх., оборот 28 тыс. ₸",False,2,False,1,0,28500.0,0.0,1,0,0.0,,8,0,0.0,1,False,False
100000002593344100,terminal,1.0,4,0.5011,"Деньги оседают: получено 431 тыс. ₸ от 2 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,2,0,431000.0,0.0,2,0,0.0,,9,0,0.0,2,False,False
100000002594214100,peripheral,1.0,7,0.3167,"Граница выборки (4-е колено): исходящие не видны; получено 1,0 млн ₸ от 1 плательщика",False,4,True,1,0,1000000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002596035100,terminal,0.98,15,0.422,"Деньги оседают: получено 232 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,1,0,231570.0,0.0,1,0,0.0,,8,1,0.0,1,False,False
100000002596039100,peripheral,1.0,17,0.3016,Граница выборки (4-е колено): исходящие не видны; получено 280 тыс. ₸ от 1 плательщика,False,4,True,1,0,280000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002597003100,peripheral,1.0,1,0.4189,"Признаков роли нет: связи 1 вх./1 исх., оборот 18 тыс. ₸",False,1,False,1,1,17700.0,11000.0,1,1,0.6215,,7,1,1.9e-05,1,False,False
100000002597074100,peripheral,1.0,10,0.2275,Граница выборки (4-е колено): исходящие не видны; получено 8 тыс. ₸ от 1 плательщика,False,4,True,1,0,8000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002597623100,peripheral,1.0,10,0.2389,"Признаков роли нет: связи 1 вх./0 исх., оборот 16 тыс. ₸",False,3,False,1,0,16418.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002599729100,peripheral,1.0,10,0.2734,Граница выборки (4-е колено): исходящие не видны; получено 65 тыс. ₸ от 1 плательщика,False,4,True,1,0,65000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002600345100,peripheral,1.0,2,0.3366,"Признаков роли нет: связи 2 вх./0 исх., оборот 52 тыс. ₸",False,1,False,2,0,52400.0,0.0,2,0,0.0,,7,1,0.0,1,False,False
100000002603371100,peripheral,1.0,1,0.2287,"Признаков роли нет: связи 1 вх./0 исх., оборот 9 тыс. ₸",False,3,False,1,0,9300.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002603478100,peripheral,1.0,16,0.2473,"Признаков роли нет: связи 1 вх./0 исх., оборот 24 тыс. ₸",False,1,False,1,0,23500.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002603769100,terminal,1.0,1,0.5225,"Деньги оседают: получено 1,2 млн ₸ от 3 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,3,0,1185368.0,0.0,3,0,0.0,,7,1,0.0,1,False,False
100000002605184100,peripheral,1.0,2,0.2886,"Признаков роли нет: связи 1 вх./0 исх., оборот 140 тыс. ₸",False,2,False,1,0,140000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002605308100,terminal,1.0,12,0.5262,"Деньги оседают: получено 2,6 млн ₸ от 3 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,2,False,3,0,2569521.84,0.0,7,0,0.0,,11,0,0.0,1,False,False
100000002605548100,peripheral,1.0,15,0.3534,"Признаков роли нет: связи 2 вх./0 исх., оборот 117 тыс. ₸",False,1,False,2,0,116695.0,0.0,2,0,0.0,,10,1,0.0,1,False,False
100000002606567100,peripheral,1.0,1,0.4583,"Признаков роли нет: связи 1 вх./1 исх., оборот 53 тыс. ₸",False,1,False,1,1,14095.0,53000.0,1,1,3.7602,,7,1,1.9e-05,1,False,True
100000002609774100,peripheral,1.0,9,0.4567,"Признаков роли нет: связи 1 вх./1 исх., оборот 28 тыс. ₸; в ядре-кольце из 85",False,1,False,1,1,7700.0,27500.0,1,1,3.5714,,7,1,0.00028,1,True,True
100000002611334100,peripheral,1.0,1,0.4532,"Признаков роли нет: связи 1 вх./1 исх., оборот 48 тыс. ₸",False,3,False,1,1,48288.0,15500.0,1,1,0.321,27.0,7,0,1.9e-05,1,False,False
100000002612809100,transit,1.0,34,0.6555,Признаки транзита: ушло 114 тыс. ₸ при видимом входе 30 тыс. ₸ за ~2 дн. — приток вне выборки; блокировка отсекает 144 тыс. ₸,False,3,False,1,3,30000.0,114000.0,2,4,3.8,2.0,1,0,2e-06,1,True,True
100000002613776100,peripheral,1.0,1,0.2549,"Признаков роли нет: связи 1 вх./0 исх., оборот 30 тыс. ₸",False,2,False,1,0,30000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002613929100,peripheral,1.0,11,0.2535,"Признаков роли нет: связи 1 вх./0 исх., оборот 29 тыс. ₸",False,3,False,1,0,28560.0,0.0,1,0,0.0,,8,0,0.0,1,False,False
100000002614095100,peripheral,1.0,6,0.2248,"Признаков роли нет: связи 1 вх./0 исх., оборот 5 тыс. ₸",False,3,False,1,0,5300.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002615479100,terminal,0.72,11,0.4083,"Деньги оседают: получено 220 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,1,0,220000.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002618492100,terminal,1.0,15,0.4955,"Деньги оседают: получено 296 тыс. ₸ от 2 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,2,0,296500.0,0.0,2,0,0.0,,8,1,0.0,1,False,False
100000002621434100,peripheral,1.0,4,0.2775,"Признаков роли нет: связи 1 вх./0 исх., оборот 81 тыс. ₸",False,3,False,1,0,81000.0,0.0,1,0,0.0,,9,0,0.0,1,False,False
100000002621915100,peripheral,1.0,2,0.2236,"Признаков роли нет: связи 1 вх./0 исх., оборот 5 тыс. ₸",False,2,False,1,0,5000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002621949100,peripheral,0.94,8,0.2917,"Признаков роли нет: связи 1 вх./0 исх., оборот 165 тыс. ₸",False,1,False,1,0,164612.0,0.0,1,0,0.0,,10,1,0.0,1,False,False
100000002622822100,peripheral,1.0,4,0.3147,Граница выборки (4-е колено): исходящие не видны; получено 750 тыс. ₸ от 1 плательщика,False,4,True,1,0,750000.0,0.0,1,0,0.0,,9,0,0.0,1,False,False
100000002628146100,peripheral,1.0,9,0.2558,"Признаков роли нет: связи 1 вх./0 исх., оборот 30 тыс. ₸",False,2,False,1,0,30500.0,0.0,2,0,0.0,,8,0,0.0,1,False,False
100000002628576100,peripheral,0.7,7,0.6367,"Признаков роли нет: связи 2 вх./2 исх., оборот 728 тыс. ₸; блокировка отсекает 1,3 млн ₸",False,3,False,2,2,727882.0,539000.0,3,2,0.7405,0.0,7,0,3.8e-05,1,False,False
100000002632742100,terminal,0.98,4,0.49,"Деньги оседают: получено 236 тыс. ₸ от 2 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,2,0,235500.0,0.0,2,0,0.0,,8,0,0.0,1,False,False
100000002633108100,terminal,1.0,12,0.4294,"Деньги оседают: получено 320 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,320000.0,0.0,3,0,0.0,,7,0,0.0,1,False,False
100000002633701100,terminal,1.0,12,0.4259,"Деньги оседают: получено 267 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,2,False,1,0,266850.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002635746100,peripheral,1.0,13,0.2248,Граница выборки (4-е колено): исходящие не видны; получено 5 тыс. ₸ от 1 плательщика,False,4,True,1,0,5300.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002635780100,peripheral,1.0,14,0.2916,"Признаков роли нет: связи 1 вх./0 исх., оборот 163 тыс. ₸",False,2,False,1,0,163000.02,0.0,1,0,0.0,,9,0,0.0,1,False,False
100000002644285100,terminal,1.0,13,0.4358,"Деньги оседают: получено 500 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,500000.0,0.0,1,0,0.0,,2,0,0.0,1,False,False
100000002645046100,peripheral,1.0,13,0.2331,Граница выборки (4-е колено): исходящие не видны; получено 12 тыс. ₸ от 1 плательщика,False,4,True,1,0,12000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002645609100,terminal,1.0,10,0.5217,"Деньги оседают: получено 547 тыс. ₸ от 4 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,4,0,546820.68,0.0,5,0,0.0,,7,1,0.0,1,False,False
100000002645993100,transit,1.0,1,0.7401,Признаки транзита: ушло 87 тыс. ₸ при видимом входе 50 тыс. ₸ за ~0 дн. — приток вне выборки; в ядре-кольце из 85; блокировка отсекает 137 тыс. ₸,False,3,False,2,5,49650.0,86980.0,4,9,1.7519,0.0,7,0,9.4e-05,2,True,True
100000002646745100,peripheral,1.0,6,0.2336,"Признаков роли нет: связи 1 вх./0 исх., оборот 12 тыс. ₸",False,3,False,1,0,12300.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002646887100,peripheral,1.0,31,0.2487,"Признаков роли нет: связи 1 вх./0 исх., оборот 24 тыс. ₸",False,3,False,1,0,24354.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002648315100,peripheral,1.0,14,0.487,"Признаков роли нет: связи 1 вх./2 исх., оборот 132 тыс. ₸; блокировка отсекает 208 тыс. ₸",False,1,False,1,2,132000.0,76000.0,1,3,0.5758,4.0,1,1,0.0,1,False,False
100000002653187100,peripheral,1.0,16,0.2366,Граница выборки (4-е колено): исходящие не видны; получено 15 тыс. ₸ от 1 плательщика,False,4,True,1,0,15000.0,0.0,1,0,0.0,,8,0,0.0,1,False,False
100000002653948100,peripheral,1.0,7,0.2787,"Признаков роли нет: связи 1 вх./0 исх., оборот 85 тыс. ₸",False,3,False,1,0,85200.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002659103100,peripheral,1.0,1,0.2919,Граница выборки (4-е колено): исходящие не видны; получено 165 тыс. ₸ от 1 плательщика,False,4,True,1,0,165000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002659265100,peripheral,1.0,4,0.2889,Граница выборки (4-е колено): исходящие не видны; получено 141 тыс. ₸ от 1 плательщика,False,4,True,1,0,141000.0,0.0,1,0,0.0,,8,0,0.0,1,False,False
100000002660298100,peripheral,1.0,11,0.256,Граница выборки (4-е колено): исходящие не видны; получено 31 тыс. ₸ от 1 плательщика,False,4,True,1,0,30900.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002662768100,peripheral,1.0,1,0.2783,"Признаков роли нет: связи 1 вх./0 исх., оборот 84 тыс. ₸",False,1,False,1,0,84300.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002663511100,terminal,1.0,3,0.4261,"Деньги оседают: получено 269 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,268940.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002666248100,peripheral,1.0,8,0.275,"Признаков роли нет: связи 1 вх./0 исх., оборот 70 тыс. ₸",False,1,False,1,0,70032.0,0.0,1,0,0.0,,10,1,0.0,1,False,False
100000002670463100,peripheral,1.0,13,0.2565,Граница выборки (4-е колено): исходящие не видны; получено 32 тыс. ₸ от 1 плательщика,False,4,True,1,0,31500.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002670860100,terminal,1.0,13,0.5017,"Деньги оседают: получено 450 тыс. ₸ от 2 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,2,0,450000.0,0.0,2,0,0.0,,3,1,0.0,1,False,False
100000002670960100,terminal,1.0,13,0.4351,"Деньги оседают: получено 480 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,480310.0,0.0,1,0,0.0,,2,0,0.0,1,False,False
100000002671326100,peripheral,1.0,31,0.3169,"Граница выборки (4-е колено): исходящие не видны; получено 1,1 млн ₸ от 1 плательщика",False,4,True,1,0,1050000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002671806100,peripheral,1.0,16,0.2337,"Признаков роли нет: связи 1 вх./0 исх., оборот 12 тыс. ₸",False,1,False,1,0,12440.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002677201100,peripheral,1.0,4,0.5091,"Признаков роли нет: связи 1 вх./1 исх., оборот 150 тыс. ₸; блокировка отсекает 238 тыс. ₸",False,3,False,1,1,150000.0,87750.0,1,1,0.585,9.0,8,0,2.1e-05,1,False,False
100000002679516100,peripheral,1.0,16,0.3633,"Признаков роли нет: связи 3 вх./0 исх., оборот 102 тыс. ₸",False,1,False,3,0,102335.0,0.0,3,0,0.0,,10,1,0.0,1,False,False
100000002680477100,peripheral,1.0,9,0.2497,"Признаков роли нет: связи 1 вх./0 исх., оборот 25 тыс. ₸",False,2,False,1,0,25000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002681449100,transit,1.0,1,0.7389,Признаки транзита: ушло 133 тыс. ₸ при видимом входе 95 тыс. ₸ за ~0 дн. — приток вне выборки; блокировка отсекает 228 тыс. ₸,False,1,False,2,2,94638.0,133000.0,2,2,1.4054,0.0,7,1,1.8e-05,1,False,True
100000002681544100,peripheral,0.92,10,0.3598,"Признаков роли нет: связи 2 вх./0 исх., оборот 166 тыс. ₸",False,3,False,2,0,166072.0,0.0,2,0,0.0,,7,0,0.0,2,False,False
100000002686226100,peripheral,1.0,18,0.3082,Граница выборки (4-е колено): исходящие не видны; получено 430 тыс. ₸ от 1 плательщика,False,4,True,1,0,430000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002689717100,peripheral,1.0,11,0.2653,Граница выборки (4-е колено): исходящие не видны; получено 48 тыс. ₸ от 1 плательщика,False,4,True,1,0,47500.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002691583100,terminal,1.0,28,0.4272,"Деньги оседают: получено 285 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,285200.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002691858100,peripheral,1.0,9,0.2686,"Признаков роли нет: связи 1 вх./0 исх., оборот 52 тыс. ₸",False,2,False,1,0,51500.0,0.0,1,0,0.0,,8,0,0.0,1,False,False
100000002692044100,peripheral,1.0,16,0.2814,"Признаков роли нет: связи 1 вх./0 исх., оборот 97 тыс. ₸",False,1,False,1,0,97000.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000002692750100,peripheral,1.0,9,0.5785,"Признаков роли нет: связи 3 вх./1 исх., оборот 113 тыс. ₸; блокировка отсекает 190 тыс. ₸",False,2,False,3,1,112830.0,77000.0,3,8,0.6824,5.0,7,0,2e-05,1,True,False
100000002695812100,peripheral,1.0,11,0.2811,Граница выборки (4-е колено): исходящие не видны; получено 95 тыс. ₸ от 1 плательщика,False,4,True,1,0,95000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002696152100,transit,1.0,15,0.6505,Признаки транзита: ушло 69 тыс. ₸ при видимом входе 22 тыс. ₸ за ~2 дн. — приток вне выборки,False,3,False,1,2,21800.0,69000.0,3,8,3.1651,2.0,8,0,2.1e-05,1,True,True
100000002697752100,peripheral,0.6,3,0.3621,"Признаков роли нет: связи 2 вх./0 исх., оборот 191 тыс. ₸",False,3,False,2,0,190785.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002700161100,peripheral,1.0,8,0.2602,Граница выборки (4-е колено): исходящие не видны; получено 39 тыс. ₸ от 1 плательщика,False,4,True,1,0,39000.0,0.0,1,0,0.0,,10,0,0.0,1,False,False
100000002702968100,peripheral,1.0,11,0.2565,Граница выборки (4-е колено): исходящие не видны; получено 32 тыс. ₸ от 1 плательщика,False,4,True,1,0,31600.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002703376100,peripheral,1.0,1,0.2643,"Признаков роли нет: связи 1 вх./0 исх., оборот 47 тыс. ₸",False,2,False,1,0,46501.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002704875100,terminal,1.0,3,0.504,"Деньги оседают: получено 245 тыс. ₸ от 3 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,1,False,3,0,244891.0,0.0,4,0,0.0,,7,1,0.0,1,False,False
100000002705460100,peripheral,1.0,2,0.2811,"Признаков роли нет: связи 1 вх./0 исх., оборот 95 тыс. ₸",False,3,False,1,0,95000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002706810100,peripheral,1.0,13,0.2633,Граница выборки (4-е колено): исходящие не видны; получено 45 тыс. ₸ от 1 плательщика,False,4,True,1,0,45000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002707106100,peripheral,1.0,12,0.2366,Граница выборки (4-е колено): исходящие не видны; получено 15 тыс. ₸ от 1 плательщика,False,4,True,1,0,15000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000002708624100,peripheral,1.0,27,0.2497,"Признаков роли нет: связи 1 вх./0 исх., оборот 25 тыс. ₸",False,3,False,1,0,25000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002710570100,terminal,0.88,30,0.4166,"Деньги оседают: получено 225 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,2,False,1,0,225015.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002712416100,peripheral,1.0,4,0.3534,"Признаков роли нет: связи 2 вх./0 исх., оборот 117 тыс. ₸",False,3,False,2,0,116800.0,0.0,2,0,0.0,,9,0,0.0,1,False,False
100000002713074100,peripheral,1.0,18,0.624,"Признаков роли нет: связи 2 вх./1 исх., оборот 700 тыс. ₸; блокировка отсекает 1,1 млн ₸",False,3,False,2,1,700000.0,430000.0,2,2,0.6143,12.0,7,0,1.9e-05,2,False,False
100000002713974100,peripheral,1.0,17,0.2672,Граница выборки (4-е колено): исходящие не видны; получено 50 тыс. ₸ от 1 плательщика,False,4,True,1,0,50000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002718366100,consolidator,0.66,4,0.6672,"Признаки консолидации: 6 плательщиков (курьеров: 0), вход 2,5 млн ₸, дальше 0 получ., удержано 100%; синхронный сбор: 3 плат. в 1 день",False,2,False,6,0,2525000.0,0.0,10,0,0.0,,9,0,0.0,3,False,False
100000002720627100,peripheral,0.52,15,0.2953,"Признаков роли нет: связи 1 вх./0 исх., оборот 199 тыс. ₸",False,1,False,1,0,199300.0,0.0,1,0,0.0,,8,1,0.0,1,False,False
100000002721825100,peripheral,1.0,1,0.2324,"Признаков роли нет: связи 1 вх./0 исх., оборот 11 тыс. ₸",False,2,False,1,0,11000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002722108100,terminal,1.0,13,0.4405,"Деньги оседают: получено 800 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,800000.0,0.0,2,0,0.0,,2,0,0.0,1,False,False
100000002723439100,peripheral,1.0,15,0.2414,Граница выборки (4-е колено): исходящие не видны; получено 18 тыс. ₸ от 1 плательщика,False,4,True,1,0,18000.0,0.0,2,0,0.0,,8,0,0.0,1,False,False
100000002723538100,transit,1.0,3,0.8251,Признаки транзита: ушло 560 тыс. ₸ при видимом входе 106 тыс. ₸ за ~0 дн. — приток вне выборки; в ядре-кольце из 85; блокировка отсекает 666 тыс. ₸,False,2,False,3,12,105647.0,560499.0,3,14,5.3054,0.0,7,0,0.000291,1,True,True
100000002723674100,peripheral,1.0,21,0.2549,Граница выборки (4-е колено): исходящие не видны; получено 30 тыс. ₸ от 1 плательщика,False,4,True,1,0,30000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002726055100,peripheral,1.0,21,0.2304,Граница выборки (4-е колено): исходящие не видны; получено 10 тыс. ₸ от 1 плательщика,False,4,True,1,0,10000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002727288100,peripheral,1.0,2,0.2385,"Признаков роли нет: связи 1 вх./0 исх., оборот 16 тыс. ₸",False,3,False,1,0,16000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002728246100,peripheral,1.0,7,0.2304,Граница выборки (4-е колено): исходящие не видны; получено 10 тыс. ₸ от 1 плательщика,False,4,True,1,0,10000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002729875100,peripheral,1.0,11,0.2764,Граница выборки (4-е колено): исходящие не видны; получено 76 тыс. ₸ от 1 плательщика,False,4,True,1,0,76000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002731501100,transit,1.0,26,0.812,"Признаки транзита: ушло 834 тыс. ₸ при видимом входе 570 тыс. ₸ за ~2 дн. — приток вне выборки; синхронный сбор: 3 плат. в 1 день; блокировка отсекает 1,4 млн ₸",False,1,False,3,7,570370.0,833960.0,7,20,1.4621,2.0,1,1,4e-06,3,True,True
100000002733083100,peripheral,1.0,11,0.2373,Граница выборки (4-е колено): исходящие не видны; получено 15 тыс. ₸ от 1 плательщика,False,4,True,1,0,15200.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002733905100,transit,1.0,5,0.8007,Признаки транзита: ушло 718 тыс. ₸ при видимом входе 100 тыс. ₸ за ~0 дн. — приток вне выборки; блокировка отсекает 818 тыс. ₸,False,2,False,3,2,100000.0,717839.0,5,3,7.1784,0.0,1,0,2e-06,2,True,True
100000002734815100,peripheral,1.0,4,0.2849,Граница выборки (4-е колено): исходящие не видны; получено 110 тыс. ₸ от 1 плательщика,False,4,True,1,0,110000.0,0.0,1,0,0.0,,8,0,0.0,1,False,False
100000002736033100,peripheral,1.0,18,0.4413,"Признаков роли нет: связи 1 вх./1 исх., оборот 35 тыс. ₸",False,3,False,1,1,34530.0,11000.0,1,1,0.3186,20.0,7,0,1.9e-05,1,False,False
100000002736316100,terminal,1.0,1,0.5056,"Деньги оседают: получено 267 тыс. ₸ от 3 плательщиков, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,3,0,266921.0,0.0,3,0,0.0,,7,0,0.0,2,False,False
100000002737980100,peripheral,1.0,2,0.2571,"Признаков роли нет: связи 1 вх./0 исх., оборот 33 тыс. ₸",False,3,False,1,0,32900.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002738256100,transit,1.0,40,0.6202,"Признаки транзита: пришло 150 тыс. ₸, ушло 117% за ~1 дн.; связи 1→1; блокировка отсекает 325 тыс. ₸",False,2,False,1,1,150200.0,175000.0,1,1,1.1651,1.0,1,0,0.0,1,True,False
100000002741024100,peripheral,0.8,19,0.6667,"Признаков роли нет: связи 5 вх./6 исх., оборот 818 тыс. ₸; блокировка отсекает 1,4 млн ₸",False,2,False,5,6,817980.85,434989.0,9,7,0.5318,1.5,7,0,0.000119,1,True,False
100000002742067100,peripheral,1.0,2,0.234,"Признаков роли нет: связи 1 вх./0 исх., оборот 13 тыс. ₸",False,2,False,1,0,12730.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002744581100,peripheral,1.0,14,0.2331,"Признаков роли нет: связи 1 вх./0 исх., оборот 12 тыс. ₸",False,2,False,1,0,12000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000002748040100,peripheral,1.0,11,0.2414,Граница выборки (4-е колено): исходящие не видны; получено 18 тыс. ₸ от 1 плательщика,False,4,True,1,0,18000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002748180100,transit,1.0,9,0.731,"Признаки транзита: ушло 680 тыс. ₸ при видимом входе 10 тыс. ₸ за ~0 дн. — приток вне выборки; блокировка отсекает 1,4 млн ₸",False,1,False,1,8,9900.0,679743.0,1,9,68.6609,0.0,1,1,9e-06,1,False,True
100000002748511100,peripheral,1.0,2,0.2437,Граница выборки (4-е колено): исходящие не видны; получено 20 тыс. ₸ от 1 плательщика,False,4,True,1,0,20000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000002748532100,peripheral,0.84,12,0.6433,"Признаков роли нет: связи 3 вх./2 исх., оборот 647 тыс. ₸; блокировка отсекает 1,0 млн ₸",False,2,False,3,2,355575.0,646685.0,3,7,1.8187,3.5,9,0,3.1e-05,1,False,True
